measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
29,Summary exposure value,122,Ecuador,3,Both,27,Age-standardized,404,Nitrogen dioxide pollution,3,Rate,2019,11.61006866443056,33.57996541402833,0.0
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,83,Unsafe water source,3,Rate,2019,16.62041372709944,29.46922189841533,5.08172417073652
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,84,Unsafe sanitation,3,Rate,2019,23.28318786443002,30.05473814135824,17.64911127178262
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,88,Ambient ozone pollution,3,Rate,2019,6.37810814066934,10.216436157152339,3.4555591703316497
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,90,Residential radon,3,Rate,2019,20.52617890323506,81.73953666816764,0.0
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,91,Lead exposure,3,Rate,2019,41.47983716106161,51.22816809925707,0.0
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,94,Child underweight,3,Rate,2019,4.74216157104594,6.18170074161544,3.33117894382932
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,95,Iron deficiency,3,Rate,2019,6.11527306195366,7.76612071771898,4.76230170282781
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,96,Vitamin A deficiency,3,Rate,2019,4.97165129040317,9.01586096588398,0.0
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,97,Zinc deficiency,3,Rate,2019,4.88836368568435,17.328762290818258,0.0
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,99,Smoking,3,Rate,2019,6.975921280559549,7.65699409767463,6.33567998623817
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,100,Secondhand smoke,3,Rate,2019,12.81929036036036,14.02275210717622,11.1786070536628
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,102,Alcohol use,3,Rate,2019,20.1607852246587,29.487087983305283,14.94288159573054
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,103,Drug use,3,Rate,2019,0.25509473341077,0.33134930619782,0.19048792861718
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,105,High fasting plasma glucose,3,Rate,2019,9.03893612080674,10.58316816877439,6.93498188101394
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,107,High systolic blood pressure,3,Rate,2019,26.19974634939754,35.82359775379757,17.49641829977012
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2019,31.74479862765925,36.52285837209873,27.03995497014796
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,109,Low bone mineral density,3,Rate,2019,18.524308817786732,25.403951635862683,12.78291250560848
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,111,Diet low in fruits,3,Rate,2019,30.05897293350875,32.879206038751704,25.34269236198037
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,112,Diet low in vegetables,3,Rate,2019,36.92880298769646,43.84097374498814,24.77596085089733
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,113,Diet low in whole grains,3,Rate,2019,34.832137646830866,39.47197127521423,28.785680139012086
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,114,Diet low in nuts and seeds,3,Rate,2019,37.372895832688144,41.091007653149,34.44689956790557
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,115,Diet low in milk,3,Rate,2019,74.73829537136703,83.56608966505432,72.68290016787603
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,116,Diet high in red meat,3,Rate,2019,18.16182467609146,25.03636012689978,0.0
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,117,Diet high in processed meat,3,Rate,2019,5.52087993622292,5.83474076443094,4.494149636392089
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2019,19.519046738609088,22.0567807234366,15.5889309066031
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,119,Diet low in fiber,3,Rate,2019,13.21126321777967,16.04346096367911,8.02691755479032
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,121,Diet low in seafood omega-3 fatty acids,3,Rate,2019,18.15928120240789,25.26936227376123,12.119275615276539
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,122,Diet low in polyunsaturated fatty acids,3,Rate,2019,81.20845747505085,93.47608241670304,47.8218210258528
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,123,Diet high in trans fatty acids,3,Rate,2019,9.922576106719031,13.36727995807908,6.2321029407569
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,124,Diet high in sodium,3,Rate,2019,33.11744287775393,79.54602655406644,3.59214635865229
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2019,14.80038673474113,18.877072327270632,10.9332772955461
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,128,Occupational asthmagens,3,Rate,2019,18.298275937976317,20.68641110558756,16.17365826309094
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,129,"Occupational particulate matter, gases, and fumes",3,Rate,2019,10.37044994174854,12.692682961251819,8.5994430345594
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,130,Occupational noise,3,Rate,2019,12.81946417934442,13.57360549252578,12.22928101149686
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,132,Occupational ergonomic factors,3,Rate,2019,14.08969144804226,16.49462670754591,12.103744505342851
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,134,Childhood sexual abuse,3,Rate,2019,9.22839084473501,10.57110411329349,8.03647426546029
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,135,Intimate partner violence,3,Rate,2019,22.87776294030047,26.62368804989466,17.64205628950969
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,136,Non-exclusive breastfeeding,3,Rate,2019,17.283469311354672,25.340727442550058,11.2743952541844
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,137,Discontinued breastfeeding,3,Rate,2019,25.223217606520482,27.5983525161526,23.18904025376557
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,147,Diet low in calcium,3,Rate,2019,12.99853066604067,20.79792309885197,11.38254223592341
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,150,Occupational exposure to asbestos,3,Rate,2019,1.1162449260985001,1.56106518455368,0.75562163842001
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,151,Occupational exposure to arsenic,3,Rate,2019,0.56487855864567,0.97314033360781,0.21121436400556
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,152,Occupational exposure to benzene,3,Rate,2019,1.46362079750662,2.83167565031051,0.8576573138564401
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,153,Occupational exposure to beryllium,3,Rate,2019,0.15860637275329,0.16192703087381,0.15564658301311002
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,154,Occupational exposure to cadmium,3,Rate,2019,0.31137762150685,0.32633896166521,0.29784440158935
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,155,Occupational exposure to chromium,3,Rate,2019,0.77383887474007,0.8044623525137601,0.7416655787416601
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,156,Occupational exposure to diesel engine exhaust,3,Rate,2019,5.13187506562157,5.33817742866975,4.91662827349433
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,158,Occupational exposure to formaldehyde,3,Rate,2019,1.40043919705843,1.47441359699407,1.32945981547385
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,159,Occupational exposure to nickel,3,Rate,2019,0.5471054306654599,1.3162886455765899,0.18336733692682
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,160,Occupational exposure to polycyclic aromatic hydrocarbons,3,Rate,2019,1.5620540331316801,1.6207948063905901,1.5049796687296
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,161,Occupational exposure to silica,3,Rate,2019,5.31614879169051,12.02090748097108,2.85606001763372
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,162,Occupational exposure to sulfuric acid,3,Rate,2019,1.3369800332170299,2.39895125913629,0.9582527258094701
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,237,Occupational exposure to trichloroethylene,3,Rate,2019,0.49984570981272003,0.5177361344002399,0.48039754119283
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,238,No access to handwashing facility,3,Rate,2019,14.06408115159298,22.77166693136854,5.185032203539929
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,240,Child wasting,3,Rate,2019,0.7904211038972301,1.2012375524518801,0.50839388466348
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,241,Child stunting,3,Rate,2019,10.30471972914112,11.93722462513267,8.66639119969789
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,332,Chewing tobacco,3,Rate,2019,0.40449321959987,0.5205429904474199,0.31762171873939
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,333,Diet low in legumes,3,Rate,2019,28.668318148974482,36.07167191728886,0.0
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,334,Short gestation for birth weight,3,Rate,2019,15.90268752861557,20.69380514131441,11.69067334483883
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,335,Low birth weight for gestation,3,Rate,2019,10.664512214907559,12.32118237706506,9.041036017093319
29,Summary exposure value,123,Peru,3,Both,27,Age-standardized,337,High temperature,3,Rate,2019,15.40643629466735,25.24057862055099,8.79298745347016
29,Summary exposure value,126,Costa Rica,3,Both,27,Age-standardized,380,Particulate matter pollution,3,Rate,2019,13.586046591241349,18.638528635787218,8.54582396234495
29,Summary exposure value,126,Costa Rica,3,Both,27,Age-standardized,404,Nitrogen dioxide pollution,3,Rate,2019,9.48639714920536,31.99986149430624,0.0
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,83,Unsafe water source,3,Rate,2019,26.63573868991301,40.43925432716112,15.34616715189915
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,84,Unsafe sanitation,3,Rate,2019,28.51943325572285,36.21093595745593,21.77093302447046
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,88,Ambient ozone pollution,3,Rate,2019,11.79546900238562,18.77915178947914,6.285019974066181
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,90,Residential radon,3,Rate,2019,27.4887992042344,100.0,0.0
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,91,Lead exposure,3,Rate,2019,56.718497188795325,67.49291892082175,0.0
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,94,Child underweight,3,Rate,2019,6.24910999335726,7.97528871406182,4.3639717810149605
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,95,Iron deficiency,3,Rate,2019,4.26630836204194,5.251012889191109,3.4509262702260903
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,96,Vitamin A deficiency,3,Rate,2019,5.40528982332319,10.03673152995302,0.0
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,97,Zinc deficiency,3,Rate,2019,3.57142902228434,13.346937855465749,0.0
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,99,Smoking,3,Rate,2019,7.935036523771149,8.98309130855511,7.051247929566699
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,100,Secondhand smoke,3,Rate,2019,18.31486512644523,20.15242020184809,16.7347500587019
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,102,Alcohol use,3,Rate,2019,10.21020777331637,17.03395440040928,7.706843547534071
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,103,Drug use,3,Rate,2019,0.24258578098193,0.30484812459594,0.19024468175853998
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,105,High fasting plasma glucose,3,Rate,2019,16.61101898211089,18.93282138167976,12.665509195803201
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,107,High systolic blood pressure,3,Rate,2019,34.85614254150316,48.84564465693661,23.09143373844114
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2019,34.44646350856912,39.796482778827915,28.12921086640417
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,109,Low bone mineral density,3,Rate,2019,22.17734873485633,29.1394206261853,16.26331298302126
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,111,Diet low in fruits,3,Rate,2019,35.769289996649725,38.79909178024917,30.199080208970507
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,112,Diet low in vegetables,3,Rate,2019,36.293918438938086,43.42451279728347,23.82167417750432
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,113,Diet low in whole grains,3,Rate,2019,37.470450636972856,43.30375373450437,31.06149742647391
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,114,Diet low in nuts and seeds,3,Rate,2019,6.685773501822729,8.62532832521706,5.21917038767767
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,115,Diet low in milk,3,Rate,2019,63.20581000281358,65.76658535588783,61.1474736765933
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,116,Diet high in red meat,3,Rate,2019,15.50153922871528,20.64651495039737,0.0
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,117,Diet high in processed meat,3,Rate,2019,9.40539241642682,10.61161531079414,7.53238197892177
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,118,Diet high in sugar-sweetened beverages,3,Rate,2019,20.63933337605629,26.10659216386808,16.15912641133472
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,119,Diet low in fiber,3,Rate,2019,7.20651738901302,8.91221695163667,4.55786314237688
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,121,Diet low in seafood omega-3 fatty acids,3,Rate,2019,62.88252532204059,74.29644256244606,52.595181443206855
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,122,Diet low in polyunsaturated fatty acids,3,Rate,2019,81.90095645128432,94.21889424039036,47.61677519049592
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,123,Diet high in trans fatty acids,3,Rate,2019,3.6795724808057,5.469846665632709,2.0855828599796102
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,124,Diet high in sodium,3,Rate,2019,38.539956201789636,83.9268435248972,6.074737715550739
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,125,Low physical activity,3,Rate,2019,15.691976517426589,20.36151424435693,11.58518195473559
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,128,Occupational asthmagens,3,Rate,2019,16.71634917289318,18.82865220314266,14.6495959386641
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,129,"Occupational particulate matter, gases, and fumes",3,Rate,2019,8.10967909911577,9.86224357314255,6.84042353083099
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,130,Occupational noise,3,Rate,2019,9.77527124125717,10.44642626215658,9.34254314635046
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,132,Occupational ergonomic factors,3,Rate,2019,12.13803268786749,14.22678992872079,10.39137567583465
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,134,Childhood sexual abuse,3,Rate,2019,5.18992218197108,5.93539394944565,4.52129179879671
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,135,Intimate partner violence,3,Rate,2019,18.291955360439168,23.329663742716413,11.7573301444225
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,136,Non-exclusive breastfeeding,3,Rate,2019,29.96709996416768,42.204283521006595,20.08137349134026
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,137,Discontinued breastfeeding,3,Rate,2019,26.86872814481593,29.659188641415117,24.36741274961211
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,147,Diet low in calcium,3,Rate,2019,13.55071945005813,20.22355299207409,11.923987894744279
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,150,Occupational exposure to asbestos,3,Rate,2019,0.04603557793311,0.07692593320694,0.01850459364727
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,151,Occupational exposure to arsenic,3,Rate,2019,0.53759872430462,0.9144229589408199,0.2100385848219
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,152,Occupational exposure to benzene,3,Rate,2019,1.21987773521493,2.31247102780422,0.73961726409532
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,153,Occupational exposure to beryllium,3,Rate,2019,0.12975815087656,0.13255848841853998,0.12708254172931
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,154,Occupational exposure to cadmium,3,Rate,2019,0.28922767542302,0.29970785678058,0.27948114981641997
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,155,Occupational exposure to chromium,3,Rate,2019,0.70525542038942,0.72884852962727,0.6860083678998801
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,156,Occupational exposure to diesel engine exhaust,3,Rate,2019,3.94512846149729,4.082562010134319,3.81676287415331
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,158,Occupational exposure to formaldehyde,3,Rate,2019,1.34204792479163,1.3958056837014101,1.28862645968448
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,159,Occupational exposure to nickel,3,Rate,2019,0.49988451874485,1.21120257722294,0.16079193265913
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,160,Occupational exposure to polycyclic aromatic hydrocarbons,3,Rate,2019,1.4105890056066799,1.45385668618808,1.37168243910881
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,161,Occupational exposure to silica,3,Rate,2019,4.52424022326896,10.09949999852634,2.4632420682587903
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,162,Occupational exposure to sulfuric acid,3,Rate,2019,1.19421646284042,2.17039276127025,0.8489559134663699
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,237,Occupational exposure to trichloroethylene,3,Rate,2019,0.43149277299145,0.44650069066218995,0.41990442464874
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,238,No access to handwashing facility,3,Rate,2019,13.62173586210678,21.677105912177698,5.13726156602572
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,240,Child wasting,3,Rate,2019,1.3775286307461,2.00244992483345,0.9105217829959701
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,241,Child stunting,3,Rate,2019,10.214708154900471,11.89187914506408,8.48155487756333
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,332,Chewing tobacco,3,Rate,2019,0.41725677833725,0.51943966948007,0.33076490100888
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,333,Diet low in legumes,3,Rate,2019,18.116972252334527,23.64184559893781,0.0
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,334,Short gestation for birth weight,3,Rate,2019,23.62325774968307,29.652104507230998,17.74377107418964
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,335,Low birth weight for gestation,3,Rate,2019,14.34460226488174,16.83550600732729,12.07631779620467
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,337,High temperature,3,Rate,2019,23.91723441779845,36.20098767279012,14.314750221294812
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,338,Low temperature,3,Rate,2019,3.20449981335829,6.2947769786717,2.32343258335658
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,341,Impaired kidney function,3,Rate,2019,3.1182886519307,4.05314692287293,2.5201857455613
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,363,Bullying victimization,3,Rate,2019,4.157660876091749,7.78469699817,1.9361765538626001
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,367,High LDL cholesterol,3,Rate,2019,54.65206575741579,75.49911047949671,37.76013509653003
29,Summary exposure value,127,El Salvador,3,Both,27,Age-standardized,380,Particulate matter pollution,3,Rate,2019,22.4823946695344,32.54743738790903,14.08061675592856
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,88,Ambient ozone pollution,3,Rate,2019,5.62754324089261,9.81713718373132,2.61520755131038
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,90,Residential radon,3,Rate,2019,26.089941561551587,90.14470431625956,0.0
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,91,Lead exposure,3,Rate,2019,41.734187813649086,49.92690149928795,0.0
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,94,Child underweight,3,Rate,2019,5.49402695559888,7.048448334365171,3.89209049020638
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,95,Iron deficiency,3,Rate,2019,4.95825975145587,6.07243179419637,3.92345201606189
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,96,Vitamin A deficiency,3,Rate,2019,1.22427598781086,2.20781076264509,0.0
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,97,Zinc deficiency,3,Rate,2019,5.48858200592003,18.81025741385795,0.0
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,99,Smoking,3,Rate,2019,9.60460221378863,10.94517646642161,8.480162478839711
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,100,Secondhand smoke,3,Rate,2019,30.43679731340645,33.39494785882264,27.55725657111734
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,102,Alcohol use,3,Rate,2019,13.397502296528648,20.81695766198203,10.2364306159067
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,103,Drug use,3,Rate,2019,0.23467859068363,0.30050333307298,0.17856444054537998
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,105,High fasting plasma glucose,3,Rate,2019,14.902464522381281,16.598629046329,11.26699618892186
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,107,High systolic blood pressure,3,Rate,2019,45.33019243192023,61.40665084768997,30.661576429643123
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,108,High body-mass index,3,Rate,2019,31.58516063697724,35.96146722661255,26.82917217161972
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,109,Low bone mineral density,3,Rate,2019,22.783759709289388,29.59387252837959,16.85813897019207
29,Summary exposure value,131,Nicaragua,3,Both,27,Age-standardized,111,Diet low in fruits,3,Rate,2019,57.89944372808199,61.183913574656515,49.146227450637994
