"location_id","location_name","cause_id","cause_name","avg_prevalence_rate","avg_death_rate","avg_DALY_rate"
8,"Taiwan (Province of China)",717,"Self-harm and interpersonal violence",6368.5428,13.6690599448881,665.825849792891
8,"Taiwan (Province of China)",955,"HIV/AIDS and sexually transmitted infections",14044.91423,0.684686113685486,46.1781063012451
8,"Taiwan (Province of China)",956,"Respiratory infections and tuberculosis",35197.32859,36.3523532831021,757.50078346177
8,"Taiwan (Province of China)",957,"Enteric infections",731.0506221,0.635834700634385,110.384846109462
8,"Taiwan (Province of China)",961,"Other infectious diseases",862.5219986,1.33688140602506,83.419991180707
8,"Taiwan (Province of China)",962,"Maternal and neonatal disorders",1368.474381,3.73349215882841,519.695743022063
8,"Taiwan (Province of China)",973,"Substance use disorders",1221.531962,2.09526372412802,246.222603620984
8,"Taiwan (Province of China)",974,"Diabetes and kidney diseases",10697.75829,47.8614228242148,1553.05587040845
10,"Cambodia",344,"Neglected tropical diseases and malaria",12317.169924,4.1698712741258,326.416972358798
10,"Cambodia",386,"Nutritional deficiencies",29020.11728,8.39619882960511,812.367923969937
10,"Cambodia",410,"Neoplasms",855.1779359,118.519543706114,3226.25944942173
10,"Cambodia",491,"Cardiovascular diseases",5426.821707,342.442423095803,7121.77476930333
10,"Cambodia",508,"Chronic respiratory diseases",4401.608968,62.2366218841124,1407.96397304779
10,"Cambodia",526,"Digestive diseases",29059.9955,112.433844716105,3301.16894086895
10,"Cambodia",542,"Neurological disorders",36358.90909,31.2304945199777,1335.25103229942
10,"Cambodia",558,"Mental disorders",11606.19751,0.000151928725552625,1544.67705134839
10,"Cambodia",626,"Musculoskeletal disorders",16160.52234,1.39695775132206,1558.94863653586
10,"Cambodia",640,"Other non-communicable diseases",78058.60055,25.4140718624033,2527.23975866356
10,"Cambodia",653,"Skin and subcutaneous diseases",27463.80047,2.73007661358033,583.775169412193
10,"Cambodia",688,"Transport injuries",1361.050338,21.4434807847139,1116.04670101912
10,"Cambodia",696,"Unintentional injuries",10503.454353,41.5271512783258,2002.20782623802
10,"Cambodia",717,"Self-harm and interpersonal violence",8311.330094,8.17109757372051,739.288148248147
10,"Cambodia",955,"HIV/AIDS and sexually transmitted infections",18926.11331,12.004783272189,685.590553708022
10,"Cambodia",956,"Respiratory infections and tuberculosis",38355.64366,196.023113617225,6500.73666445091
10,"Cambodia",957,"Enteric infections",694.7149626,20.2772791537783,824.955642739147
10,"Cambodia",961,"Other infectious diseases",2056.035252,13.3642821146789,798.398903097488
10,"Cambodia",962,"Maternal and neonatal disorders",1717.26824,30.7229312794666,2879.31724900987
10,"Cambodia",973,"Substance use disorders",1264.490961,1.05854239906832,176.542367688269
10,"Cambodia",974,"Diabetes and kidney diseases",12260.03566,52.8698828927383,1805.24876664231
11,"Indonesia",344,"Neglected tropical diseases and malaria",11098.970002,5.79253845686452,448.535643022205
11,"Indonesia",386,"Nutritional deficiencies",22107.75099,17.3587246596163,688.333490847838
11,"Indonesia",410,"Neoplasms",1080.951287,97.8862221940392,2657.70348841367
11,"Indonesia",491,"Cardiovascular diseases",6045.489269,422.043329919652,9104.05969018794
11,"Indonesia",508,"Chronic respiratory diseases",4761.034565,69.0862412372955,1647.46172258352
11,"Indonesia",526,"Digestive diseases",28337.03003,74.4385074659543,2119.65530843296
11,"Indonesia",542,"Neurological disorders",37485.02486,28.6350696613359,1300.15838361841
11,"Indonesia",558,"Mental disorders",10326.83204,0.000446252724445116,1380.13505284294
11,"Indonesia",626,"Musculoskeletal disorders",17444.19971,0.459811691352594,1655.0123499873
11,"Indonesia",640,"Other non-communicable diseases",70237.3404,15.0442730695302,1721.51890862864
11,"Indonesia",653,"Skin and subcutaneous diseases",29331.95438,2.25994756742044,622.57745817859
11,"Indonesia",688,"Transport injuries",1277.824995,18.8247659728567,1028.81630049884
11,"Indonesia",696,"Unintentional injuries",9434.03269,20.5960170529908,1189.92279130725
11,"Indonesia",717,"Self-harm and interpersonal violence",3073.657397,2.94934424399807,209.752333717649
11,"Indonesia",955,"HIV/AIDS and sexually transmitted infections",17378.6511,3.68623026870167,287.855259420879
11,"Indonesia",956,"Respiratory infections and tuberculosis",39124.41911,85.1206245871659,2842.56721618595
11,"Indonesia",957,"Enteric infections",1026.507082,44.0308821093009,1518.54056906412
11,"Indonesia",961,"Other infectious diseases",1454.901438,13.1319322892274,876.702641549636
11,"Indonesia",962,"Maternal and neonatal disorders",1369.781323,27.9908370141327,2619.5190188975
11,"Indonesia",973,"Substance use disorders",909.1029249,0.309022497960055,97.5262644421514
11,"Indonesia",974,"Diabetes and kidney diseases",12796.14928,50.9042210688639,1735.80023501255
12,"Lao People's Democratic Republic",344,"Neglected tropical diseases and malaria",34643.58643,3.24024518465162,497.406389009482
12,"Lao People's Democratic Republic",386,"Nutritional deficiencies",31022.48932,7.88633309008776,715.104370734078
12,"Lao People's Democratic Republic",410,"Neoplasms",757.1906228,105.891745953469,2940.20178760862
12,"Lao People's Democratic Republic",491,"Cardiovascular diseases",5926.956716,424.99548679326,9432.88941671609
12,"Lao People's Democratic Republic",508,"Chronic respiratory diseases",4475.289088,80.7022539682706,1887.51360919003
12,"Lao People's Democratic Republic",526,"Digestive diseases",25430.16916,61.5096176872584,1847.55786002371
12,"Lao People's Democratic Republic",542,"Neurological disorders",36209.65806,27.6475943139807,1295.27011383269
12,"Lao People's Democratic Republic",558,"Mental disorders",11693.65718,0.000111879564266601,1563.16763792102
12,"Lao People's Democratic Republic",626,"Musculoskeletal disorders",16194.16702,1.38676381268483,1556.58000361023
12,"Lao People's Democratic Republic",640,"Other non-communicable diseases",69534.47507,28.6122716776392,2762.88303246374
12,"Lao People's Democratic Republic",653,"Skin and subcutaneous diseases",27869.05765,2.8127534788392,595.489760078653
12,"Lao People's Democratic Republic",688,"Transport injuries",1385.812448,19.8553915642698,1073.24834184143
12,"Lao People's Democratic Republic",696,"Unintentional injuries",8087.345108,27.7279481547037,1563.90916265808
12,"Lao People's Democratic Republic",717,"Self-harm and interpersonal violence",3609.415124,14.7834137805614,871.0203292405
12,"Lao People's Democratic Republic",955,"HIV/AIDS and sexually transmitted infections",18665.90637,8.25620050252662,460.076838667685
12,"Lao People's Democratic Republic",956,"Respiratory infections and tuberculosis",21745.77307,134.081370293944,5140.67234670846
12,"Lao People's Democratic Republic",957,"Enteric infections",788.2698228,29.7507483310243,1514.74735644427
12,"Lao People's Democratic Republic",961,"Other infectious diseases",1860.043246,15.9533926796819,1154.61703275105
12,"Lao People's Democratic Republic",962,"Maternal and neonatal disorders",1465.233135,48.543829650225,4421.95101376796
12,"Lao People's Democratic Republic",973,"Substance use disorders",1393.238685,1.00470828638346,181.746899865007
12,"Lao People's Democratic Republic",974,"Diabetes and kidney diseases",13859.53603,77.8726129052371,2538.21376475537
13,"Malaysia",344,"Neglected tropical diseases and malaria",8424.43199,0.888049370833514,157.275134933279
13,"Malaysia",386,"Nutritional deficiencies",23856.43299,1.84060191325174,438.056377400754
13,"Malaysia",410,"Neoplasms",1047.6931416,109.821271377156,2859.2801381679
13,"Malaysia",491,"Cardiovascular diseases",7295.916179,281.523311403178,6135.81261833872
13,"Malaysia",508,"Chronic respiratory diseases",4420.134591,35.1062277288038,883.074162255616
13,"Malaysia",526,"Digestive diseases",27732.26826,41.734156403315,1090.64810097702
13,"Malaysia",542,"Neurological disorders",35218.86161,30.7608804939759,1308.04328652199
13,"Malaysia",558,"Mental disorders",11667.74931,0.00043970729429398,1753.1785538335
13,"Malaysia",626,"Musculoskeletal disorders",17359.25039,1.2337174805698,1601.39519125234
13,"Malaysia",640,"Other non-communicable diseases",65270.19841,19.6453159636615,1593.5348680386
13,"Malaysia",653,"Skin and subcutaneous diseases",29529.24909,8.81367496924397,728.260626149384
13,"Malaysia",688,"Transport injuries",1713.49947,27.4403371677542,1312.7325539852
13,"Malaysia",696,"Unintentional injuries",8241.688203,15.5281313884602,832.18723970096
13,"Malaysia",717,"Self-harm and interpersonal violence",2592.277889,7.02173533054629,357.457315565663
13,"Malaysia",955,"HIV/AIDS and sexually transmitted infections",18269.34281,6.6447150580664,345.879828013104
13,"Malaysia",956,"Respiratory infections and tuberculosis",31889.06915,102.145864365439,2218.15657402609
13,"Malaysia",957,"Enteric infections",1024.3238193,6.3552926152304,319.345338502527
13,"Malaysia",961,"Other infectious diseases",1902.751869,6.9098349505203,356.921533961927
13,"Malaysia",962,"Maternal and neonatal disorders",2083.454446,7.45251672958532,928.267119962108
13,"Malaysia",973,"Substance use disorders",1010.445808,0.651980783411174,139.520118230905
13,"Malaysia",974,"Diabetes and kidney diseases",15657.83945,47.4845594823311,1797.4916060519
14,"Maldives",344,"Neglected tropical diseases and malaria",4932.946866,0.986614756414614,171.93242993529
14,"Maldives",386,"Nutritional deficiencies",21405.17393,2.84659976419672,582.204514523286
14,"Maldives",410,"Neoplasms",691.4679779,53.19882159252,1308.64368564123
14,"Maldives",491,"Cardiovascular diseases",6369.418313,208.011505941252,4192.87835652201
14,"Maldives",508,"Chronic respiratory diseases",4308.130446,51.5879327052002,1147.45214357871
14,"Maldives",526,"Digestive diseases",25050.30552,16.5246238575956,530.618298780572
14,"Maldives",542,"Neurological disorders",35821.9723,26.059107143131,1288.56482814705
14,"Maldives",558,"Mental disorders",10793.67577,0.00018306556874859,1538.0409512764
14,"Maldives",626,"Musculoskeletal disorders",16751.96414,0.59824164577326,1523.24189482152
14,"Maldives",640,"Other non-communicable diseases",70925.14512,18.5228671639615,1866.14675409073
14,"Maldives",653,"Skin and subcutaneous diseases",28772.56788,2.44337189362452,593.64828423575
14,"Maldives",688,"Transport injuries",548.8145193,3.7810510116953,215.163626170147
14,"Maldives",696,"Unintentional injuries",10196.35333,15.209428250983,1002.13542235278
14,"Maldives",717,"Self-harm and interpersonal violence",2664.278276,3.83052544148761,232.826114174512
14,"Maldives",955,"HIV/AIDS and sexually transmitted infections",17930.22805,1.41330414238792,93.3237348393483
14,"Maldives",956,"Respiratory infections and tuberculosis",29630.99617,29.7836937693751,911.334194501751
14,"Maldives",957,"Enteric infections",842.0096679,7.70428112870924,471.930541753532
14,"Maldives",961,"Other infectious diseases",1632.422922,2.51535029936794,198.99475133627
14,"Maldives",962,"Maternal and neonatal disorders",1888.479867,18.5380884740811,1900.47808363776
14,"Maldives",973,"Substance use disorders",1228.948476,0.388860007714136,146.297399853913
14,"Maldives",974,"Diabetes and kidney diseases",13239.56381,49.9335943204155,1589.84531166025
15,"Myanmar",344,"Neglected tropical diseases and malaria",20836.91542,9.00208136618246,687.449940124216
15,"Myanmar",386,"Nutritional deficiencies",31139.40848,4.78248096703482,751.194329215286
15,"Myanmar",410,"Neoplasms",793.7830831,93.0491878233408,2636.92697229891
15,"Myanmar",491,"Cardiovascular diseases",5951.401714,386.436446364425,8608.38225783712
15,"Myanmar",508,"Chronic respiratory diseases",4565.440715,140.364243616525,2955.83139336434
15,"Myanmar",526,"Digestive diseases",25663.06031,52.9089767038562,2009.69564563533
15,"Myanmar",542,"Neurological disorders",36399.0488,27.0885185871166,1319.73307622959
15,"Myanmar",558,"Mental disorders",10492.02291,0.000228103963223206,1349.21722765821
15,"Myanmar",626,"Musculoskeletal disorders",15647.41038,1.31834668414307,1453.39572100302
15,"Myanmar",640,"Other non-communicable diseases",68403.99132,29.749909282758,2932.53787358501
15,"Myanmar",653,"Skin and subcutaneous diseases",27805.44423,2.32366883522599,585.215295348046
15,"Myanmar",688,"Transport injuries",1270.394918,18.0271293774336,985.437204576046
15,"Myanmar",696,"Unintentional injuries",12246.06576,35.4727917135216,2193.8403015004
15,"Myanmar",717,"Self-harm and interpersonal violence",3685.067658,7.61597073033339,523.670501499538
15,"Myanmar",955,"HIV/AIDS and sexually transmitted infections",19525.34368,16.3018799975551,922.382604979681
15,"Myanmar",956,"Respiratory infections and tuberculosis",40645.00667,110.020339611532,4692.96728986992
15,"Myanmar",957,"Enteric infections",692.0279642,21.3739961815981,1111.62585762568
15,"Myanmar",961,"Other infectious diseases",2272.307163,19.4141111279317,1454.36366471312
15,"Myanmar",962,"Maternal and neonatal disorders",1538.320791,36.6425248488838,3384.32888040062
15,"Myanmar",973,"Substance use disorders",1320.516063,10.6817621655363,573.400121227879
15,"Myanmar",974,"Diabetes and kidney diseases",14957.51045,80.5110878854152,2721.82607948279
16,"Philippines",344,"Neglected tropical diseases and malaria",11060.720638,3.19186800109636,318.612393272374
16,"Philippines",386,"Nutritional deficiencies",24158.93951,7.10361310996553,670.12397615721
16,"Philippines",410,"Neoplasms",762.5596929,95.4283001128513,2710.4800745154
16,"Philippines",491,"Cardiovascular diseases",5668.717476,324.619871576237,7456.83877510737
16,"Philippines",508,"Chronic respiratory diseases",7017.396172,51.2788361991916,1485.68641588082
16,"Philippines",526,"Digestive diseases",26772.73281,36.973897779495,1184.31917663415
16,"Philippines",542,"Neurological disorders",37500.87539,26.1970405598959,1282.15673109872
16,"Philippines",558,"Mental disorders",11248.84032,0.000644644704320911,1540.56197181585
16,"Philippines",626,"Musculoskeletal disorders",16568.24731,1.34386286985731,1580.3978157374
16,"Philippines",640,"Other non-communicable diseases",67174.70322,20.6904085194292,2048.91749676529
16,"Philippines",653,"Skin and subcutaneous diseases",28749.33609,3.7267703627594,634.678354210385
16,"Philippines",688,"Transport injuries",1000.7185268,12.8958442675874,692.842805794036
16,"Philippines",696,"Unintentional injuries",8160.438375,18.9665718330992,1167.02971341618
16,"Philippines",717,"Self-harm and interpersonal violence",5140.741011,19.1900348148178,1150.08818647267
16,"Philippines",955,"HIV/AIDS and sexually transmitted infections",17718.89835,5.72169383971395,378.249388217505
16,"Philippines",956,"Respiratory infections and tuberculosis",42333.92881,135.324507501318,3933.11153441272
16,"Philippines",957,"Enteric infections",695.4899438,13.3547073203757,697.195643207525
16,"Philippines",961,"Other infectious diseases",1552.419966,8.57104592638827,660.961823028566
16,"Philippines",962,"Maternal and neonatal disorders",2104.332913,24.8947997583439,2433.72205747618
16,"Philippines",973,"Substance use disorders",1364.730229,0.708157355500055,166.413814405537
16,"Philippines",974,"Diabetes and kidney diseases",12901.98569,78.7977300643464,2464.09130062581
17,"Sri Lanka",344,"Neglected tropical diseases and malaria",8942.8033,1.48419565842379,144.358802126044
17,"Sri Lanka",386,"Nutritional deficiencies",21572.09952,1.26345298002497,496.76841881775
17,"Sri Lanka",410,"Neoplasms",858.1463931,66.9282022350122,1796.54318858693
17,"Sri Lanka",491,"Cardiovascular diseases",5513.700542,277.868874208846,5378.69110882222
17,"Sri Lanka",508,"Chronic respiratory diseases",5329.01132,71.1521550975834,1481.71631273948
17,"Sri Lanka",526,"Digestive diseases",24675.86681,21.8827387360529,722.990027025307
17,"Sri Lanka",542,"Neurological disorders",36459.66785,26.5062622410397,1359.94359567843
17,"Sri Lanka",558,"Mental disorders",10813.45394,0.000397305842309263,1503.71144071115
17,"Sri Lanka",626,"Musculoskeletal disorders",16611.60664,0.19755576297858,1513.80216646234
17,"Sri Lanka",640,"Other non-communicable diseases",69542.49618,18.0493374573604,1528.33378133183
17,"Sri Lanka",653,"Skin and subcutaneous diseases",30173.23585,1.03571490524973,576.420564830293
17,"Sri Lanka",688,"Transport injuries",1069.842495,12.9844171243281,649.62010104683
17,"Sri Lanka",696,"Unintentional injuries",12583.22877,21.186369277461,1281.57880643852
17,"Sri Lanka",717,"Self-harm and interpersonal violence",10760.65498,24.790665738155,1613.35958295502
17,"Sri Lanka",955,"HIV/AIDS and sexually transmitted infections",18913.20076,0.863885793926206,60.5446170598282
17,"Sri Lanka",956,"Respiratory infections and tuberculosis",28235.62653,26.6849780619422,826.164302638622
17,"Sri Lanka",957,"Enteric infections",703.9173555,6.58637173446937,310.766531852231
17,"Sri Lanka",961,"Other infectious diseases",1454.333162,7.0589269088614,311.932861039503
17,"Sri Lanka",962,"Maternal and neonatal disorders",2855.026098,9.53099157501253,1213.63067144406
17,"Sri Lanka",973,"Substance use disorders",1486.131911,1.41783837188694,212.905895992648
17,"Sri Lanka",974,"Diabetes and kidney diseases",16937.3775,76.5625182537115,2639.30068458139
18,"Thailand",344,"Neglected tropical diseases and malaria",8719.257457,0.592938146639273,152.245155080722
18,"Thailand",386,"Nutritional deficiencies",14313.46591,1.61733115421722,326.89177953264
18,"Thailand",410,"Neoplasms",1162.031396,118.650839922221,3263.64044455195
18,"Thailand",491,"Cardiovascular diseases",5606.473585,133.441241811404,3233.64411550428
18,"Thailand",508,"Chronic respiratory diseases",4823.263501,27.9111600034599,786.905690496826
18,"Thailand",526,"Digestive diseases",24226.70097,37.1047151593021,1201.65376403516
18,"Thailand",542,"Neurological disorders",37466.49767,27.6049824845076,1372.71281308233
18,"Thailand",558,"Mental disorders",11681.63945,0.000506593840543739,1498.03226309598
18,"Thailand",626,"Musculoskeletal disorders",17977.3823,1.82085303819431,1717.84565442405
18,"Thailand",640,"Other non-communicable diseases",71374.41785,16.0019747705899,1508.12452947651
18,"Thailand",653,"Skin and subcutaneous diseases",28567.53014,4.08772254760897,642.340312945811
18,"Thailand",688,"Transport injuries",2144.759725,30.7589642247447,1754.09357862387
18,"Thailand",696,"Unintentional injuries",9667.670265,21.4213176382021,1318.70341084573
18,"Thailand",717,"Self-harm and interpersonal violence",3356.423642,16.440422400434,925.009282728329
18,"Thailand",955,"HIV/AIDS and sexually transmitted infections",20345.78024,18.5761126537329,995.099008391239
18,"Thailand",956,"Respiratory infections and tuberculosis",29207.7139,49.7510905824904,1395.90136697581
18,"Thailand",957,"Enteric infections",819.8816762,9.05493963143256,411.797195024244
18,"Thailand",961,"Other infectious diseases",1149.464391,5.44622524088164,325.279495306494
18,"Thailand",962,"Maternal and neonatal disorders",1994.812531,7.34990966662241,925.823357113656
18,"Thailand",973,"Substance use disorders",1843.117977,1.63337031747631,276.029518166644
18,"Thailand",974,"Diabetes and kidney diseases",13632.50087,48.3442454073912,1712.80684911078
19,"Timor-Leste",344,"Neglected tropical diseases and malaria",18751.49893,5.94881606182087,537.505298298584
19,"Timor-Leste",386,"Nutritional deficiencies",26275.43726,13.1937641386108,826.924946206166
19,"Timor-Leste",410,"Neoplasms",675.9511115,76.9415562535669,2068.24889186702
19,"Timor-Leste",491,"Cardiovascular diseases",5535.356801,374.663833182583,7912.49352978194
19,"Timor-Leste",508,"Chronic respiratory diseases",5273.659811,69.794517043552,1626.81473717757
19,"Timor-Leste",526,"Digestive diseases",26625.82319,52.699105999764,1526.61187211474
19,"Timor-Leste",542,"Neurological disorders",36163.05164,25.6275358033583,1254.80872999408
19,"Timor-Leste",558,"Mental disorders",10654.72658,9.81775017109875e-05,1439.0033397697
19,"Timor-Leste",626,"Musculoskeletal disorders",15441.06295,1.06764642070108,1438.49231085315
19,"Timor-Leste",640,"Other non-communicable diseases",73227.49025,20.3290579931892,2150.72085544319
19,"Timor-Leste",653,"Skin and subcutaneous diseases",29520.81257,2.12529772466174,627.532385194417
19,"Timor-Leste",688,"Transport injuries",1047.06228,13.5153641687152,716.023354474523
19,"Timor-Leste",696,"Unintentional injuries",7647.287136,23.4459280767196,1306.12391565611
19,"Timor-Leste",717,"Self-harm and interpersonal violence",17364.67231,7.36236240785582,1239.17287534704
19,"Timor-Leste",955,"HIV/AIDS and sexually transmitted infections",20112.82722,19.1469319100292,1004.7703417553
19,"Timor-Leste",956,"Respiratory infections and tuberculosis",40742.60791,152.816240274082,5148.06973578838
19,"Timor-Leste",957,"Enteric infections",1063.6393453,23.0455922083405,1155.08002324342
19,"Timor-Leste",961,"Other infectious diseases",1648.002859,10.5711126233893,771.047845660662
19,"Timor-Leste",962,"Maternal and neonatal disorders",2189.058613,37.2661076429013,3357.21460003183
19,"Timor-Leste",973,"Substance use disorders",1291.514107,0.714315266751775,162.199197176799
19,"Timor-Leste",974,"Diabetes and kidney diseases",13382.88992,49.8226524956086,1724.2411012396
22,"Fiji",344,"Neglected tropical diseases and malaria",18117.33348,1.19652044934359,298.638806570965
22,"Fiji",386,"Nutritional deficiencies",28955.36808,3.62402197223829,562.205157022535
22,"Fiji",410,"Neoplasms",1088.324818,106.628149594582,2856.32433300862
22,"Fiji",491,"Cardiovascular diseases",7532.772547,477.134696106058,10952.6573642417
22,"Fiji",508,"Chronic respiratory diseases",4250.032493,87.0844144621862,1913.50732440786
22,"Fiji",526,"Digestive diseases",27557.11092,23.9100428067139,800.438568388039
22,"Fiji",542,"Neurological disorders",33147.05779,31.2694225166046,1376.04748191551
22,"Fiji",558,"Mental disorders",10976.09908,5.44758883325778e-05,1490.98236095524
22,"Fiji",626,"Musculoskeletal disorders",18238.53537,0.160214523520662,1639.81204595454
22,"Fiji",640,"Other non-communicable diseases",69981.8874,19.364826132935,1916.26228858911
22,"Fiji",653,"Skin and subcutaneous diseases",28152.63557,3.6287325616805,716.042605685353
22,"Fiji",688,"Transport injuries",915.7902558,10.3276717356453,593.270063753307
22,"Fiji",696,"Unintentional injuries",7460.086036,24.5648185002291,1404.14869301548
22,"Fiji",717,"Self-harm and interpersonal violence",5871.053982,13.4536733815305,811.005579368958
22,"Fiji",955,"HIV/AIDS and sexually transmitted infections",23487.6884,5.99656963141254,419.329616036167
22,"Fiji",956,"Respiratory infections and tuberculosis",40764.46274,47.6625915713759,1775.4504318932
22,"Fiji",957,"Enteric infections",806.965989,30.9760461332305,838.810176711685
22,"Fiji",961,"Other infectious diseases",1956.044083,8.78881304851438,523.840045055355
22,"Fiji",962,"Maternal and neonatal disorders",1725.543944,18.6445964937655,1843.81810552415
22,"Fiji",973,"Substance use disorders",1282.001952,0.179377683816557,130.078759403665
22,"Fiji",974,"Diabetes and kidney diseases",19965.73486,318.963869949027,8686.9551408323
23,"Kiribati",344,"Neglected tropical diseases and malaria",17430.65001,2.46941970692109,294.188488885451
23,"Kiribati",386,"Nutritional deficiencies",43271.73636,25.4146664973867,1491.04344917882
23,"Kiribati",410,"Neoplasms",1010.49459,133.142304605222,3717.31184721793
23,"Kiribati",491,"Cardiovascular diseases",7855.966178,447.642147992581,11513.2567035626
23,"Kiribati",508,"Chronic respiratory diseases",6249.288524,126.420202463539,2903.13212290029
23,"Kiribati",526,"Digestive diseases",30948.44427,63.6710790016789,2097.46110791911
23,"Kiribati",542,"Neurological disorders",33327.32841,36.7454769330211,1496.0940925471
23,"Kiribati",558,"Mental disorders",11353.53425,6.10650349326663e-05,1483.97850119039
23,"Kiribati",626,"Musculoskeletal disorders",18131.47594,0.0726830208064021,1651.55897930657
23,"Kiribati",640,"Other non-communicable diseases",72575.80702,31.530378462095,2502.86542895997
