measure_id,measure_name,location_id,location_name,cause_id,cause_name,metric_id,metric_name,year,Death Rate,upper,lower
1,Deaths,102,United States of America,640,Other non-communicable diseases,3,Rate,1983,16.63774467,16.97000472,16.14411434
1,Deaths,44639,Middle SDI,491,Cardiovascular diseases,3,Rate,1981,403.8334672,433.7428788,374.805893
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,1982,167.4720687,172.0294559,159.0431144
1,Deaths,44639,Middle SDI,508,Chronic respiratory diseases,3,Rate,1981,151.2975918,169.384152,125.8545445
1,Deaths,44639,Middle SDI,653,Skin and subcutaneous diseases,3,Rate,1981,1.558985138,2.033832385,1.271214402
1,Deaths,44639,Middle SDI,688,Transport injuries,3,Rate,1981,31.29832754,33.75126654,29.4292567
1,Deaths,44639,Middle SDI,696,Unintentional injuries,3,Rate,1981,47.48386905,51.43644278,43.87802898
1,Deaths,102,United States of America,955,HIV/AIDS and sexually transmitted infections,3,Rate,1983,1.147312381,1.155237157,1.140017443
1,Deaths,102,United States of America,956,Respiratory infections and tuberculosis,3,Rate,1983,19.52722138,20.57709222,17.56804692
1,Deaths,102,United States of America,957,Enteric infections,3,Rate,1983,0.286749034,0.30235735,0.269978588
1,Deaths,102,United States of America,961,Other infectious diseases,3,Rate,1983,2.422207843,2.466941071,2.351233182
1,Deaths,102,United States of America,962,Maternal and neonatal disorders,3,Rate,1983,11.9295141,12.20265811,11.66546993
1,Deaths,102,United States of America,973,Substance use disorders,3,Rate,1983,3.724271631,3.840661932,3.608502806
1,Deaths,102,United States of America,974,Diabetes and kidney diseases,3,Rate,1983,21.09326845,21.90998401,19.45019019
1,Deaths,102,United States of America,626,Musculoskeletal disorders,3,Rate,1982,1.844553254,1.903189682,1.749962741
1,Deaths,102,United States of America,640,Other non-communicable diseases,3,Rate,1982,16.5783614,16.89611979,16.09690579
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1982,0.579080532,0.609812107,0.521322615
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1982,0.690307223,1.271186261,0.523955272
1,Deaths,44639,Middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1984,8.080599908,16.35560816,5.017965829
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1983,0.610306597,0.644459052,0.546819589
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1985,0.671746237,0.709891622,0.598543986
1,Deaths,102,United States of America,955,HIV/AIDS and sexually transmitted infections,3,Rate,1982,0.902871369,0.911981052,0.894611441
1,Deaths,102,United States of America,956,Respiratory infections and tuberculosis,3,Rate,1982,18.64131921,19.61192912,16.82636153
1,Deaths,102,United States of America,957,Enteric infections,3,Rate,1982,0.291625407,0.307550255,0.274776694
1,Deaths,102,United States of America,961,Other infectious diseases,3,Rate,1982,2.422319727,2.469609502,2.352704321
1,Deaths,102,United States of America,962,Maternal and neonatal disorders,3,Rate,1982,12.59874684,12.90187852,12.28770684
1,Deaths,102,United States of America,973,Substance use disorders,3,Rate,1982,3.715944043,3.822142772,3.600793158
1,Deaths,102,United States of America,974,Diabetes and kidney diseases,3,Rate,1982,20.95900677,21.79893675,19.3476046
1,Deaths,44639,Middle SDI,526,Digestive diseases,3,Rate,1984,55.42869639,65.80302421,47.52467147
1,Deaths,44634,High-middle SDI,386,Nutritional deficiencies,3,Rate,1982,2.536622604,2.819114423,2.2356412
1,Deaths,44634,High-middle SDI,526,Digestive diseases,3,Rate,1982,37.65409804,41.27824585,34.48895372
1,Deaths,44639,Middle SDI,491,Cardiovascular diseases,3,Rate,1984,389.3229251,418.682928,363.1619558
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1983,0.677860194,1.233079103,0.522535666
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,1985,37.30696652,83.32914326,15.68044955
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,1985,0.008686144,0.009603503,0.0075498
1,Deaths,44639,Middle SDI,542,Neurological disorders,3,Rate,1984,30.46453151,70.73520471,12.98913459
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,1985,171.6028249,176.1344621,162.6195082
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,1982,37.00893291,82.79001418,15.50252801
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,1982,0.00965535,0.010879705,0.008222447
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,1983,37.17906984,83.12034119,15.63138477
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,1983,0.009953113,0.011159117,0.008574819
1,Deaths,44634,High-middle SDI,508,Chronic respiratory diseases,3,Rate,1983,93.11289191,102.5054458,81.62238021
1,Deaths,102,United States of America,491,Cardiovascular diseases,3,Rate,1981,337.1224979,351.2890333,307.6170837
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1985,0.66157163,1.165791228,0.517193272
1,Deaths,44639,Middle SDI,717,Self-harm and interpersonal violence,3,Rate,1984,28.64938217,31.21809492,24.06935852
1,Deaths,44634,High-middle SDI,386,Nutritional deficiencies,3,Rate,1983,2.472625917,2.743546067,2.190872648
1,Deaths,44634,High-middle SDI,526,Digestive diseases,3,Rate,1983,37.63046835,41.23821868,34.60067023
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1984,0.627673054,0.663202722,0.560981538
1,Deaths,102,United States of America,626,Musculoskeletal disorders,3,Rate,1985,1.860453232,1.918934061,1.764897501
1,Deaths,102,United States of America,640,Other non-communicable diseases,3,Rate,1985,16.98786978,17.35262503,16.39668397
1,Deaths,44639,Middle SDI,508,Chronic respiratory diseases,3,Rate,1984,144.6675334,159.8251358,123.3666512
1,Deaths,44639,Middle SDI,653,Skin and subcutaneous diseases,3,Rate,1984,1.558624852,1.99156906,1.302093577
1,Deaths,44639,Middle SDI,688,Transport injuries,3,Rate,1984,28.75241507,30.55051443,27.1603982
1,Deaths,102,United States of America,344,Neglected tropical diseases and malaria,3,Rate,1984,0.045552121,0.048824915,0.041951572
1,Deaths,44634,High-middle SDI,508,Chronic respiratory diseases,3,Rate,1985,89.57651575,98.43898611,78.34509032
1,Deaths,44639,Middle SDI,696,Unintentional injuries,3,Rate,1984,44.01595389,47.32609212,40.48276615
1,Deaths,44634,High-middle SDI,688,Transport injuries,3,Rate,1983,23.78131346,25.39972992,22.44570538
1,Deaths,44634,High-middle SDI,696,Unintentional injuries,3,Rate,1983,37.97533314,40.66033214,35.85787988
1,Deaths,44634,High-middle SDI,386,Nutritional deficiencies,3,Rate,1985,2.279422114,2.530270564,2.043054533
1,Deaths,44634,High-middle SDI,526,Digestive diseases,3,Rate,1985,36.77395151,40.27504814,33.87822275
1,Deaths,44634,High-middle SDI,386,Nutritional deficiencies,3,Rate,1984,2.386444745,2.640278924,2.132057032
1,Deaths,44634,High-middle SDI,526,Digestive diseases,3,Rate,1984,37.49085138,40.79071811,34.79521097
1,Deaths,44634,High-middle SDI,542,Neurological disorders,3,Rate,1983,33.24911791,75.86949365,14.36227166
1,Deaths,44634,High-middle SDI,558,Mental disorders,3,Rate,1983,0.00219822,0.002736068,0.001643082
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,1984,170.2493962,174.9079195,161.574026
1,Deaths,102,United States of America,955,HIV/AIDS and sexually transmitted infections,3,Rate,1985,2.336812063,2.343211235,2.330638321
1,Deaths,102,United States of America,956,Respiratory infections and tuberculosis,3,Rate,1985,22.09359304,23.25481405,19.80410234
1,Deaths,102,United States of America,957,Enteric infections,3,Rate,1985,0.254139661,0.266763947,0.239626673
1,Deaths,102,United States of America,961,Other infectious diseases,3,Rate,1985,2.651367183,2.698721095,2.577227147
1,Deaths,102,United States of America,962,Maternal and neonatal disorders,3,Rate,1985,11.42379578,11.71145853,11.12933104
1,Deaths,102,United States of America,973,Substance use disorders,3,Rate,1985,4.023732284,4.154768828,3.904801495
1,Deaths,102,United States of America,974,Diabetes and kidney diseases,3,Rate,1985,21.22762243,22.07721868,19.57546531
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,1984,37.25294329,83.3246875,15.66014689
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,1984,0.009788003,0.010922792,0.008482993
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1984,0.682301121,1.26139449,0.520706168
1,Deaths,44639,Middle SDI,542,Neurological disorders,3,Rate,1986,30.5252142,70.94896476,12.73226644
1,Deaths,44634,High-middle SDI,508,Chronic respiratory diseases,3,Rate,1984,91.80637285,100.8375833,80.55569494
1,Deaths,44639,Middle SDI,508,Chronic respiratory diseases,3,Rate,1986,140.045479,153.9791705,121.0927586
1,Deaths,44639,Middle SDI,653,Skin and subcutaneous diseases,3,Rate,1986,1.551030564,1.941228118,1.312040416
1,Deaths,44639,Middle SDI,688,Transport injuries,3,Rate,1986,27.79755792,29.37982877,26.38136278
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,1987,172.1919942,176.725116,163.1154354
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1986,0.679759851,0.718454207,0.604164183
1,Deaths,44634,High-middle SDI,717,Self-harm and interpersonal violence,3,Rate,1983,25.03169901,26.61084021,22.87292561
1,Deaths,44634,High-middle SDI,688,Transport injuries,3,Rate,1985,22.83733536,24.43093324,21.65049833
1,Deaths,44634,High-middle SDI,696,Unintentional injuries,3,Rate,1985,35.51092768,37.73997034,33.66873636
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1987,0.688138919,0.728006327,0.608880248
1,Deaths,44639,Middle SDI,717,Self-harm and interpersonal violence,3,Rate,1986,32.64416849,35.58560792,28.17201262
1,Deaths,102,United States of America,410,Neoplasms,3,Rate,1986,171.9144331,176.5156358,162.9002488
1,Deaths,44635,High SDI,344,Neglected tropical diseases and malaria,3,Rate,1983,0.084720445,0.150249679,0.07028198
1,Deaths,102,United States of America,626,Musculoskeletal disorders,3,Rate,1984,1.87525451,1.933771245,1.778773709
1,Deaths,102,United States of America,640,Other non-communicable diseases,3,Rate,1984,16.70206674,17.04959703,16.1803749
1,Deaths,44634,High-middle SDI,542,Neurological disorders,3,Rate,1984,33.32937713,75.92795369,14.25618826
1,Deaths,44634,High-middle SDI,558,Mental disorders,3,Rate,1984,0.002227504,0.00274066,0.001635427
1,Deaths,44634,High-middle SDI,542,Neurological disorders,3,Rate,1985,33.36784776,75.90237224,14.11752867
1,Deaths,44634,High-middle SDI,558,Mental disorders,3,Rate,1985,0.002287782,0.002781931,0.001668033
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1987,0.648106855,1.149396801,0.500068076
1,Deaths,44634,High-middle SDI,344,Neglected tropical diseases and malaria,3,Rate,1986,0.657446909,1.151534003,0.50787586
1,Deaths,44634,High-middle SDI,688,Transport injuries,3,Rate,1984,23.46223095,24.87996557,22.28475226
1,Deaths,44634,High-middle SDI,696,Unintentional injuries,3,Rate,1984,37.20112547,39.48493452,35.29489049
1,Deaths,44639,Middle SDI,696,Unintentional injuries,3,Rate,1986,41.670868,44.80170007,38.73332029
1,Deaths,102,United States of America,386,Nutritional deficiencies,3,Rate,1988,0.699236156,0.741065638,0.617049469
1,Deaths,44635,High SDI,491,Cardiovascular diseases,3,Rate,1983,340.084942,352.9515723,313.7640346
1,Deaths,44635,High SDI,626,Musculoskeletal disorders,3,Rate,1983,1.944777837,2.004191717,1.837531347
1,Deaths,44635,High SDI,640,Other non-communicable diseases,3,Rate,1983,17.00782156,17.58372605,16.09100419
1,Deaths,102,United States of America,542,Neurological disorders,3,Rate,1986,37.33872573,83.48293864,15.70660718
1,Deaths,102,United States of America,558,Mental disorders,3,Rate,1986,0.008125054,0.008869188,0.007137732
1,Deaths,44635,High SDI,491,Cardiovascular diseases,3,Rate,1985,326.2960254,338.3910327,300.2097685
1,Deaths,44635,High SDI,626,Musculoskeletal disorders,3,Rate,1985,1.953202751,2.013618255,1.837056651
1,Deaths,44635,High SDI,640,Other non-communicable diseases,3,Rate,1985,16.68127966,17.25886653,15.84719071
1,Deaths,44635,High SDI,508,Chronic respiratory diseases,3,Rate,1983,33.3396524,34.70665125,31.31537217
1,Deaths,44635,High SDI,653,Skin and subcutaneous diseases,3,Rate,1985,0.959285397,1.00948691,0.872290411
1,Deaths,44635,High SDI,688,Transport injuries,3,Rate,1985,18.71056809,19.00948599,18.39755083
1,Deaths,44634,High-middle SDI,717,Self-harm and interpersonal violence,3,Rate,1985,23.7002455,25.42866643,21.6099323
1,Deaths,44635,High SDI,973,Substance use disorders,3,Rate,1985,3.416033071,3.472836401,3.355898116
1,Deaths,44635,High SDI,974,Diabetes and kidney diseases,3,Rate,1985,21.87644982,22.60110459,20.38957137
